set,clock,dbm,rssi,attack
378,5090.46,23,31,0
378,5092.99,24,30,0
379,5095.27,14,37,0
379,5097.51,17,33,0
379,5098.77,20,33,0
379,5100.34,22,34,0
379,5102.83,23,32,0
379,5103.88,24,31,0
380,5105.38,14,35,0
380,5106.80,17,34,0
380,5107.92,20,29,0
380,5110.24,22,33,0
380,5113.01,23,31,0
380,5114.20,24,31,0
381,5115.99,14,36,0
381,5117.46,17,33,0
381,5118.72,20,30,0
381,5121.23,22,33,0
381,5122.67,23,28,0
381,5124.00,24,32,0
382,5125.47,14,36,0
382,5128.27,17,34,0
382,5130.82,20,29,0
382,5132.94,22,33,0
382,5134.42,23,31,0
382,5136.73,24,28,0
383,5138.75,14,36,0
383,5140.45,17,33,0
383,5141.93,20,31,0
383,5144.55,22,34,0
383,5147.09,23,30,0
383,5149.24,24,28,0
384,5151.11,14,38,0
384,5153.42,17,34,0
384,5155.67,20,29,0
384,5157.23,22,35,0
384,5159.98,23,29,0
384,5161.67,24,31,0
385,5164.00,14,38,0
385,5166.36,17,34,0
385,5167.46,20,30,0
385,5168.52,22,35,0
385,5170.99,23,28,0
385,5173.59,24,30,0
386,5175.92,14,38,0
386,5178.85,17,33,0
386,5181.71,20,30,0
386,5184.19,22,33,0
386,5185.21,23,30,0
386,5186.40,24,32,0
387,5189.23,14,38,0
387,5192.13,17,34,0
387,5193.68,20,33,0
387,5195.93,22,33,0
387,5197.61,23,28,0
387,5200.47,24,31,0
388,5202.35,14,36,0
388,5204.07,17,34,0
388,5205.69,20,30,0
388,5208.11,22,33,0
388,5209.58,23,30,0
388,5210.65,24,28,0
389,5213.05,14,37,0
389,5214.17,17,34,0
389,5215.61,20,30,0
389,5217.22,22,33,0
389,5218.68,23,29,0
389,5221.58,24,27,0
390,5223.81,14,38,0
390,5226.03,17,34,0
390,5228.85,20,30,0
390,5231.77,22,33,0
390,5232.85,23,28,0
390,5235.42,24,27,0
391,5237.36,14,35,0
391,5238.40,17,33,0
391,5240.05,20,32,0
391,5242.22,22,32,0
391,5244.49,23,29,0
391,5246.78,24,30,0
392,5247.88,14,38,0
392,5249.42,17,34,0
392,5251.63,20,29,0
392,5253.70,22,32,0
392,5255.75,23,29,0
392,5257.86,24,30,0
393,5260.62,14,36,0
393,5261.66,17,34,0
393,5264.27,20,32,0
393,5266.58,22,33,0
393,5267.70,23,31,0
393,5270.03,24,30,0
394,5271.22,14,38,0
394,5273.30,17,34,0
394,5275.26,20,30,0
394,5277.97,22,33,0
394,5280.83,23,30,0
394,5283.72,24,30,0
395,5286.01,14,37,0
395,5287.36,17,34,0
395,5289.21,20,31,0
395,5291.98,22,32,0
395,5294.22,23,29,0
395,5295.30,24,30,0
396,5297.09,14,37,0
396,5298.23,17,34,0
396,5301.22,20,33,0
396,5304.05,22,32,0
396,5306.97,23,30,0
396,5308.88,24,30,0
397,5310.88,14,39,0
397,5313.56,17,34,0
397,5314.64,20,33,0
397,5316.35,22,34,0
397,5319.24,23,28,0
397,5321.48,24,30,0
398,5323.94,14,38,0
398,5325.40,17,34,0
398,5327.99,20,33,0
398,5330.40,22,32,0
398,5331.64,23,31,0
398,5333.77,24,31,0
399,5335.78,14,39,0
399,5337.18,17,34,0
399,5338.98,20,29,0
399,5341.81,22,34,0
399,5344.51,23,28,0
399,5345.52,24,31,0
400,5347.09,14,38,0
400,5349.64,17,34,0
400,5352.36,20,30,0
400,5354.37,22,33,0
400,5356.22,23,30,0
400,5357.59,24,31,0
401,5359.44,14,38,0
401,5362.34,17,37,0
401,5364.17,20,32,0
401,5365.36,22,30,0
401,5368.02,23,31,0
401,5369.63,24,30,0
402,5372.51,14,37,0
402,5373.67,17,34,0
402,5375.01,20,32,0
402,5376.17,22,35,0
402,5378.68,23,32,0
402,5380.61,24,29,0
403,5382.84,14,37,0
403,5383.87,17,33,0
403,5384.91,20,31,0
403,5387.83,22,30,0
403,5389.06,23,34,0
403,5390.17,24,30,0
404,5392.94,14,38,0
404,5395.84,17,36,0
404,5398.73,20,33,0
404,5401.78,22,30,0
404,5404.43,23,32,0
404,5408.40,24,29,0
405,5409.98,14,41,0
405,5413.45,17,33,0
405,5416.76,20,32,0
405,5417.84,22,30,0
405,5421.20,23,34,0
405,5424.03,24,29,0
406,5425.87,14,41,0
406,5429.26,17,34,0
406,5430.57,20,39,0
406,5434.12,22,30,0
406,5437.84,23,31,0
406,5441.18,24,29,0
407,5444.92,14,42,0
407,5448.32,17,35,0
407,5450.17,20,31,0
407,5453.73,22,32,0
407,5457.68,23,32,0
407,5461.34,24,29,0
408,5462.87,14,39,0
408,5464.50,17,35,0
408,5466.21,20,31,0
408,5468.07,22,31,0
408,5471.71,23,31,0
408,5474.99,24,30,0
409,5478.74,14,40,0
409,5480.00,17,35,0
409,5482.09,20,31,0
409,5484.58,22,33,0
409,5485.63,23,30,0
409,5486.65,24,31,0
410,5489.07,14,39,0
410,5490.51,17,35,0
410,5491.96,20,30,0
410,5493.03,22,32,0
410,5494.81,23,30,0
410,5498.04,24,29,0
411,5500.52,14,39,0
411,5501.54,17,35,0
411,5505.09,20,31,0
411,5508.42,22,30,0
411,5511.49,23,33,0
411,5514.65,24,29,0
412,5515.66,14,41,0
412,5517.66,17,35,0
412,5520.33,20,33,0
412,5522.33,22,30,0
412,5525.42,23,31,0
412,5527.12,24,29,0
413,5530.64,14,38,0
413,5533.08,17,36,0
413,5536.69,20,31,0
413,5538.23,22,28,0
413,5541.01,23,30,0
413,5543.47,24,29,0
414,5544.86,14,38,0
414,5547.24,17,35,0
414,5550.46,20,31,0
414,5551.63,22,30,0
414,5552.75,23,30,0
414,5554.45,24,36,0
415,5555.76,14,40,0
415,5558.37,17,35,0
415,5560.55,20,33,0
415,5561.82,22,30,0
415,5563.21,23,32,0
415,5565.25,24,30,0
416,5566.79,14,40,0
416,5570.23,17,35,0
416,5573.46,20,32,0
416,5574.53,22,29,0
416,5577.50,23,32,0
416,5580.69,24,29,0
417,5582.89,14,43,0
417,5586.31,17,38,0
417,5588.53,20,31,0
417,5589.70,22,32,0
417,5591.14,23,32,0
417,5593.79,24,29,0
418,5596.01,14,39,0
418,5599.48,17,35,0
418,5603.44,20,32,0
418,5606.20,22,30,0
418,5609.29,23,32,0
418,5611.35,24,29,0
419,5614.53,14,39,0
419,5616.33,17,36,0
419,5617.80,20,32,0
419,5620.64,22,29,0
419,5621.64,23,34,0
419,5623.57,24,30,0
420,5625.18,14,40,0
420,5626.75,17,34,0
420,5630.13,20,31,0
420,5632.69,22,30,0
420,5634.93,23,32,0
420,5637.14,24,29,0
421,5639.57,14,39,0
421,5641.72,17,34,0
421,5643.86,20,31,0
421,5646.71,22,30,0
421,5650.56,23,32,0
421,5654.45,24,31,0
422,5655.86,14,40,0
422,5659.45,17,35,0
422,5662.91,20,32,0
422,5665.80,22,29,0
422,5666.93,23,30,0
422,5670.37,24,31,0
423,5673.30,14,39,0
423,5675.42,17,35,0
423,5677.37,20,30,0
423,5680.40,22,27,0
423,5683.61,23,32,0
423,5685.90,24,30,0
424,5689.79,14,36,0
424,5691.47,17,33,0
424,5693.82,20,30,0
424,5694.89,22,32,0
424,5697.21,23,30,0
424,5700.81,24,29,0
425,5704.20,14,37,0
425,5707.63,17,37,0
425,5710.61,20,32,0
425,5714.42,22,30,0
425,5716.78,23,28,0
425,5717.80,24,29,0
426,5721.00,14,39,0
426,5723.19,17,35,0
426,5726.34,20,31,0
426,5727.82,22,30,0
426,5729.37,23,31,0
426,5732.36,24,29,0
427,5733.89,14,40,0
427,5735.23,17,36,0
427,5737.08,20,32,0
427,5740.42,22,30,0
427,5743.33,23,31,0
427,5747.11,24,29,0
428,5748.85,14,37,0
428,5750.48,17,36,0
428,5754.30,20,32,0
428,5757.51,22,30,0
428,5760.28,23,31,0
428,5762.73,24,29,0
429,5764.10,14,38,0
429,5766.29,17,37,0
429,5768.20,20,31,0
429,5769.71,22,28,0
429,5772.29,23,32,0
429,5774.76,24,29,0
430,5776.44,14,38,0
430,5777.68,17,35,0
430,5781.40,20,32,0
430,5785.28,22,29,0
430,5788.21,23,30,0
430,5791.66,24,29,0
431,5793.65,14,36,0
431,5795.50,17,37,0
431,5798.26,20,30,0
431,5799.56,22,29,0
431,5800.74,23,30,0
431,5803.70,24,29,0
432,5804.98,14,38,0
432,5806.12,17,35,0
432,5807.79,20,33,0
432,5810.94,22,30,0
432,5814.00,23,31,0
432,5815.18,24,31,0
433,5819.11,14,39,0
433,5820.73,17,36,0
433,5823.70,20,30,0
433,5825.41,22,30,0
433,5828.92,23,33,0
433,5831.54,24,29,0
434,5835.25,14,40,0
434,5838.02,17,38,0
434,5841.28,20,31,0
434,5845.21,22,30,0
434,5848.87,23,29,0
434,5852.06,24,31,0
435,5854.65,14,37,0
435,5858.26,17,34,0
435,5862.10,20,31,0
435,5864.90,22,28,0
435,5868.02,23,32,0
435,5869.88,24,29,0
436,5871.20,14,39,0
436,5874.32,17,37,0
436,5877.15,20,30,0
436,5879.46,22,30,0
436,5880.71,23,31,0
436,5881.93,24,30,0
437,5885.33,14,40,0
437,5889.15,17,34,0
437,5892.93,20,30,0
437,5895.75,22,30,0
437,5896.91,23,30,0
437,5898.17,24,30,0
438,5901.85,14,38,0
438,5905.66,17,39,0
438,5908.56,20,42,0
438,5911.96,22,27,0
438,5914.44,23,31,0
438,5916.89,24,29,0
439,5920.66,14,36,0
439,5922.02,17,34,0
439,5924.34,20,32,0
439,5926.20,22,29,0
439,5927.27,23,33,0
439,5929.81,24,29,0
440,5933.27,14,38,0
440,5937.15,17,37,0
440,5940.49,20,31,0
440,5943.03,22,30,0
440,5945.46,23,32,0
440,5948.80,24,29,0
441,5951.15,14,39,0
441,5953.40,17,34,0
441,5955.63,20,32,0
441,5958.54,22,30,0
441,5960.12,23,30,0
441,5961.39,24,29,0
442,5964.39,14,39,0
442,5966.80,17,34,0
442,5969.11,20,29,0
442,5972.83,22,27,0
442,5974.95,23,32,0
442,5977.28,24,29,0
443,5978.76,14,38,0
443,5982.38,17,35,0
443,5985.04,20,33,0
443,5988.87,22,30,0
443,5992.68,23,31,0
443,5993.97,24,29,0
444,5995.23,14,39,0
444,5996.80,17,35,0
444,5999.35,20,34,0
444,6003.03,22,29,0
444,6004.19,23,31,0
444,6006.65,24,29,0
445,6009.61,14,36,0
445,6012.17,17,34,0
445,6014.00,20,33,0
445,6015.97,22,30,0
445,6016.99,23,31,0
445,6019.01,24,30,0
446,6022.83,14,39,0
446,6024.90,17,34,0
446,6027.95,20,32,0
446,6031.67,22,30,0
446,6033.20,23,30,0
446,6034.73,24,29,0
447,6037.17,14,38,0
447,6040.88,17,35,0
447,6043.73,20,31,0
447,6044.94,22,30,0
447,6047.37,23,30,0
447,6050.10,24,29,0
448,6053.46,14,39,0
448,6055.31,17,34,0
448,6056.41,20,30,0
448,6057.61,22,29,0
448,6060.08,23,30,0
448,6062.03,24,30,0
449,6063.24,14,38,0
449,6064.49,17,34,0
449,6067.38,20,34,0
449,6071.12,22,29,0
449,6073.82,23,30,0
449,6077.24,24,29,0
450,6081.23,14,37,0
450,6083.76,17,37,0
450,6086.91,20,31,0
450,6089.24,22,29,0
450,6091.47,23,31,0
450,6092.54,24,29,0
451,6095.25,14,37,0
451,6098.98,17,39,0
451,6102.83,20,31,0
451,6104.69,22,29,0
451,6106.63,23,32,0
451,6109.25,24,29,0
452,6111.77,14,40,0
452,6113.68,17,38,0
452,6117.18,20,31,0
452,6119.08,22,31,0
452,6120.27,23,31,0
452,6123.06,24,30,0
453,6126.68,14,41,0
453,6128.45,17,37,0
453,6132.09,20,30,0
453,6135.86,22,29,0
453,6138.43,23,32,0
453,6139.45,24,30,0
454,6141.62,14,41,0
454,6144.14,17,35,0
454,6146.55,20,29,0
454,6150.53,22,29,0
454,6153.64,23,31,0
454,6156.74,24,29,0
455,6160.47,14,43,0
455,6163.23,17,39,0
455,6164.47,20,30,0
455,6166.40,22,27,0
455,6170.28,23,30,0
455,6172.22,24,30,0
456,6175.82,14,41,0
456,6178.58,17,37,0
456,6180.17,20,33,0
456,6184.15,22,28,0
456,6186.49,23,32,0
456,6189.91,24,29,0
457,6192.27,14,40,0
457,6194.89,17,37,0
457,6197.94,20,32,0
457,6200.35,22,32,0
457,6202.73,23,31,0
457,6204.36,24,30,0
458,6205.62,14,41,0
458,6207.98,17,35,0
458,6209.07,20,33,0
458,6210.68,22,31,0
458,6213.79,23,29,0
458,6216.96,24,29,0
459,6219.67,14,39,0
459,6221.25,17,34,0
459,6223.58,20,30,0
459,6227.57,22,29,0
459,6231.17,23,30,0
459,6234.31,24,29,0
460,6238.10,14,39,0
460,6240.21,17,34,0
460,6242.44,20,32,0
460,6245.61,22,31,0
460,6247.41,23,34,0
460,6251.37,24,30,0
461,6253.70,14,39,0
461,6255.26,17,35,0
461,6257.98,20,31,0
461,6259.33,22,31,0
461,6262.89,23,30,0
461,6266.84,24,30,0
462,6268.28,14,39,0
462,6269.95,17,34,0
462,6273.57,20,36,0
462,6275.07,22,31,0
462,6279.00,23,28,0
462,6282.11,24,30,0
463,6285.97,14,39,0
463,6289.05,17,35,0
463,6292.14,20,29,0
463,6295.07,22,28,0
463,6296.28,23,33,0
463,6299.00,24,29,0
464,6301.84,14,40,0
464,6303.57,17,36,0
464,6305.39,20,32,0
464,6308.74,22,32,0
464,6311.94,23,29,0
464,6313.38,24,30,0
465,6315.88,14,40,0
465,6319.19,17,35,0
465,6322.89,20,32,0
465,6326.61,22,31,0
465,6329.00,23,34,0
465,6331.05,24,29,0
466,6332.99,14,38,0
466,6335.14,17,41,0
466,6337.58,20,30,0
466,6339.56,22,29,0
466,6342.33,23,31,0
466,6343.39,24,29,0
467,6345.61,14,39,0
467,6348.83,17,40,0
467,6350.83,20,30,0
467,6353.81,22,30,0
467,6356.62,23,29,0
467,6358.90,24,30,0
468,6361.30,14,41,0
468,6362.56,17,36,0
468,6364.71,20,32,0
468,6365.90,22,29,0
468,6369.58,23,28,0
468,6371.46,24,30,0
469,6373.83,14,37,0
469,6375.35,17,38,0
469,6377.84,20,31,0
469,6379.13,22,29,0
469,6380.68,23,32,0
469,6381.75,24,29,0
470,6383.54,14,39,0
470,6386.01,17,40,0
470,6387.59,20,30,0
470,6390.02,22,29,0
470,6392.30,23,28,0
470,6395.47,24,29,0
471,6399.38,14,38,0
471,6401.84,17,40,0
471,6403.41,20,34,0
471,6407.36,22,30,0
471,6409.83,23,32,0
471,6411.00,24,29,0
472,6414.31,14,42,0
472,6416.72,17,35,0
472,6418.24,20,30,0
472,6420.25,22,32,0
472,6422.01,23,33,0
472,6423.09,24,31,0
473,6425.72,14,43,0
473,6427.93,17,38,0
473,6430.85,20,30,0
473,6433.78,22,29,0
473,6435.70,23,34,0
473,6437.29,24,29,0
474,6440.01,14,36,0
474,6442.65,17,37,0
474,6444.96,20,30,0
474,6447.17,22,31,0
474,6451.16,23,30,0
474,6453.03,24,30,0
475,6454.62,14,39,0
475,6457.17,17,39,0
475,6460.15,20,29,0
475,6463.64,22,29,0
475,6466.79,23,31,0
475,6467.93,24,29,0
476,6470.94,14,36,0
476,6472.99,17,40,0
476,6476.42,20,30,0
476,6479.47,22,29,0
476,6481.38,23,32,0
476,6483.04,24,30,0
477,6485.12,14,37,0
477,6487.10,17,40,0
477,6488.32,20,31,0
477,6491.65,22,30,0
477,6493.23,23,31,0
477,6494.77,24,32,0
478,6497.15,14,36,0
478,6500.82,17,35,0
478,6502.55,20,32,0
478,6505.90,22,29,0
478,6509.41,23,31,0
478,6513.32,24,30,0
479,6517.23,14,39,0
479,6521.06,17,36,0
479,6524.49,20,30,0
479,6527.09,22,29,0
479,6530.56,23,30,0
479,6532.13,24,30,0
480,6535.55,14,36,0
480,6536.67,17,37,0
480,6539.62,20,30,0
480,6542.00,22,29,0
480,6543.61,23,33,0
480,6547.02,24,32,0
481,6548.51,14,42,0
481,6550.16,17,37,0
481,6552.61,20,32,0
481,6555.91,22,27,0
481,6557.33,23,33,0
481,6559.99,24,31,0
482,6563.15,14,36,0
482,6566.66,17,37,0
482,6569.90,20,32,0
482,6573.09,22,29,0
482,6576.79,23,32,0
482,6578.63,24,31,0
483,6582.28,14,39,0
483,6584.84,17,37,0
483,6586.74,20,31,0
483,6590.20,22,27,0
483,6593.72,23,32,0
483,6596.66,24,28,0
484,6599.68,14,37,0
484,6603.01,17,37,0
484,6604.36,20,30,0
484,6607.70,22,28,0
484,6609.63,23,30,0
484,6612.78,24,32,0
485,6615.04,14,39,0
485,6617.82,17,35,0
485,6619.23,20,32,0
485,6622.61,22,31,0
485,6624.92,23,32,0
485,6627.49,24,30,0
486,6630.43,14,39,0
486,6632.65,17,36,0
486,6634.52,20,32,0
486,6638.02,22,31,0
486,6640.67,23,33,0
486,6644.05,24,35,0
487,6647.88,14,42,0
487,6650.33,17,34,0
487,6651.78,20,30,0
487,6653.80,22,33,0
487,6656.63,23,31,0
487,6660.19,24,30,0
488,6662.97,14,39,0
488,6665.95,17,37,0
488,6668.96,20,33,0
488,6670.92,22,31,0
488,6674.74,23,32,0
488,6678.66,24,30,0
489,6681.18,14,40,0
489,6683.35,17,35,0
489,6687.14,20,31,0
489,6688.47,22,30,0
489,6690.29,23,32,0
489,6694.18,24,29,0
490,6696.57,14,40,0
490,6699.55,17,34,0
490,6702.16,20,32,0
490,6705.12,22,31,0
490,6706.64,23,30,0
490,6709.88,24,29,0
491,6713.33,14,38,0
491,6715.74,17,36,0
491,6719.29,20,34,0
491,6721.23,22,29,0
491,6724.31,23,34,0
491,6727.89,24,30,0
492,6731.55,14,37,0
492,6734.04,17,37,0
492,6736.66,20,31,0
492,6738.00,22,28,0
492,6740.58,23,32,0
492,6742.14,24,32,0
493,6745.74,14,38,0
493,6748.54,17,35,0
493,6751.03,20,30,0
493,6754.29,22,30,0
493,6756.33,23,28,0
493,6759.34,24,28,0
494,6761.22,14,38,0
494,6763.28,17,38,0
494,6765.02,20,32,0
494,6768.11,22,30,0
494,6770.63,23,31,0
494,6772.86,24,31,0
495,6775.27,14,38,0
495,6778.78,17,42,0
495,6782.10,20,32,0
495,6784.25,22,29,0
495,6786.77,23,30,0
495,6788.36,24,34,0
496,6789.64,14,37,0
496,6793.12,17,39,0
496,6796.86,20,31,0
496,6800.67,22,28,0
496,6804.53,23,32,0
496,6806.44,24,31,0
497,6809.65,14,40,0
497,6810.94,17,42,0
497,6812.14,20,29,0
497,6814.13,22,31,0
497,6818.07,23,37,0
497,6820.00,24,28,0
498,6821.47,14,40,0
498,6824.73,17,40,0
498,6827.99,20,29,0
498,6830.69,22,29,0
498,6831.72,23,32,0
498,6835.40,24,33,0
499,6837.27,14,42,0
499,6840.09,17,35,0
499,6842.34,20,32,0
499,6843.77,22,27,0
499,6846.59,23,33,0
499,6848.08,24,29,0
500,6849.35,14,53,1
500,6852.38,17,49,1
500,6854.30,20,44,1
500,6855.73,22,52,1
500,6858.81,23,50,1
500,6860.51,24,48,1
501,6864.37,14,52,1
501,6865.81,17,50,1
501,6868.96,20,49,1
501,6870.34,22,51,1
501,6871.77,23,46,1
501,6874.63,24,46,1
502,6877.11,14,50,1
502,6879.22,17,48,1
502,6880.43,20,46,1
502,6883.57,22,49,1
502,6886.13,23,49,1
502,6887.81,24,46,1
503,6889.20,14,52,1
503,6890.41,17,51,1
503,6893.94,20,46,1
503,6897.39,22,52,1
503,6898.72,23,52,1
503,6900.13,24,48,1
504,6902.83,14,50,1
504,6904.86,17,51,1
504,6906.07,20,45,1
504,6908.19,22,50,1
504,6910.05,23,48,1
504,6911.17,24,50,1
505,6914.29,14,48,1
505,6916.22,17,52,1
505,6918.10,20,47,1
505,6921.52,22,49,1
505,6924.45,23,47,1
505,6927.97,24,49,1
506,6931.87,14,51,1
506,6933.82,17,49,1
506,6937.14,20,47,1
506,6939.69,22,50,1
506,6941.01,23,49,1
506,6944.07,24,47,1
507,6945.82,14,50,1
507,6947.84,17,47,1
507,6951.32,20,48,1
507,6954.94,22,52,1
507,6956.04,23,48,1
507,6958.23,24,46,1
508,6959.37,14,51,1
508,6962.41,17,46,1
508,6963.45,20,44,1
508,6967.11,22,51,1
508,6968.24,23,50,1
508,6971.15,24,51,1
509,6972.31,14,50,1
509,6973.76,17,48,1
509,6976.99,20,45,1
509,6980.55,22,44,1
509,6982.25,23,49,1
509,6986.09,24,45,1
510,6989.37,14,52,1
510,6990.86,17,47,1
510,6993.10,20,42,1
510,6994.63,22,48,1
510,6998.52,23,48,1
510,6999.91,24,50,1
511,7002.34,14,49,1
511,7004.22,17,46,1
511,7006.47,20,46,1
511,7008.87,22,47,1
511,7010.72,23,44,1
511,7013.07,24,50,1
512,7016.05,14,49,1
512,7018.70,17,47,1
512,7021.23,20,43,1
512,7024.93,22,48,1
512,7028.43,23,50,1
512,7029.70,24,51,1
513,7032.90,14,46,1
513,7035.21,17,47,1
513,7036.51,20,46,1
513,7038.03,22,51,1
513,7040.83,23,51,1
513,7042.86,24,50,1
514,7045.11,14,50,1
514,7048.64,17,50,1
514,7049.92,20,46,1
514,7052.28,22,47,1
514,7053.81,23,53,1
514,7057.14,24,51,1
515,7059.78,14,50,1
515,7062.33,17,45,1
515,7064.03,20,48,1
515,7065.08,22,51,1
515,7068.20,23,53,1
515,7069.71,24,51,1
516,7071.70,14,51,1
516,7075.27,17,51,1
516,7077.86,20,43,1
516,7080.19,22,51,1
516,7083.00,23,50,1
516,7086.68,24,51,1
517,7088.07,14,51,1
517,7091.81,17,48,1
517,7095.07,20,46,1
517,7096.35,22,51,1
517,7099.16,23,52,1
517,7102.62,24,51,1
518,7104.61,14,49,1
518,7106.74,17,49,1
518,7109.70,20,48,1
518,7113.64,22,52,1
518,7116.38,23,51,1
518,7118.36,24,51,1
519,7119.98,14,51,1
519,7121.01,17,48,1
519,7123.67,20,46,1
519,7126.33,22,51,1
519,7129.30,23,53,1
519,7131.54,24,50,1
520,7134.16,14,50,1
520,7136.61,17,49,1
520,7137.90,20,49,1
520,7141.22,22,50,1
520,7142.98,23,52,1
520,7146.94,24,51,1
521,7148.38,14,51,1
521,7150.41,17,46,1
521,7153.85,20,49,1
521,7156.10,22,50,1
521,7159.86,23,51,1
521,7162.45,24,51,1
522,7166.44,14,50,1
522,7168.66,17,50,1
522,7170.53,20,49,1
522,7172.91,22,50,1
522,7175.85,23,53,1
522,7176.86,24,51,1
523,7178.33,14,49,1
523,7179.43,17,53,1
523,7183.17,20,49,1
523,7185.46,22,52,1
523,7188.54,23,53,1
523,7191.72,24,52,1
524,7193.22,14,52,1
524,7196.99,17,47,1
524,7200.52,20,48,1
524,7202.69,22,51,1
524,7205.96,23,51,1
524,7207.47,24,51,1
525,7210.38,14,52,1
525,7214.26,17,51,1
525,7217.87,20,48,1
525,7219.11,22,50,1
525,7221.93,23,53,1
525,7225.64,24,51,1
526,7227.77,14,51,1
526,7229.82,17,46,1
526,7232.51,20,49,1
526,7235.52,22,50,1
526,7236.78,23,51,1
526,7238.47,24,50,1
527,7239.53,14,51,1
527,7240.98,17,49,1
527,7244.60,20,47,1
527,7246.35,22,51,1
527,7248.63,23,52,1
527,7249.81,24,51,1
528,7250.99,14,49,1
528,7252.00,17,49,1
528,7253.68,20,47,1
528,7255.52,22,52,1
528,7256.79,23,52,1
528,7260.44,24,51,1
529,7261.85,14,51,1
529,7263.70,17,51,1
529,7265.06,20,46,1
529,7268.81,22,51,1
529,7272.29,23,50,1
529,7274.91,24,51,1
530,7277.59,14,51,1
530,7280.65,17,51,1
530,7284.01,20,45,1
530,7285.06,22,51,1
530,7286.51,23,51,1
530,7289.26,24,51,1
531,7291.76,14,51,1
531,7295.07,17,49,1
531,7298.87,20,46,1
531,7300.99,22,51,1
531,7303.70,23,50,1
531,7305.99,24,50,1
532,7309.52,14,49,1
532,7312.34,17,52,1
532,7313.50,20,45,1
532,7315.16,22,52,1
532,7316.51,23,51,1
532,7317.66,24,51,1
533,7321.49,14,51,1
533,7325.20,17,53,1
533,7327.81,20,47,1
533,7330.62,22,53,1
533,7334.16,23,51,1
533,7336.03,24,51,1
534,7339.15,14,51,1
534,7341.41,17,51,1
534,7343.65,20,46,1
534,7347.50,22,51,1
534,7350.02,23,51,1
534,7352.69,24,51,1
535,7355.33,14,51,1
535,7359.21,17,49,1
535,7360.59,20,46,1
535,7363.83,22,52,1
535,7366.52,23,51,1
535,7369.90,24,51,1
536,7372.03,14,51,1
536,7374.27,17,50,1
536,7376.59,20,46,1
536,7378.43,22,52,1
536,7380.37,23,52,1
536,7382.76,24,52,1
537,7385.69,14,52,1
537,7387.79,17,52,1
537,7388.81,20,47,1
537,7390.81,22,50,1
537,7393.72,23,51,1
537,7395.24,24,50,1
538,7396.80,14,49,1
538,7398.92,17,50,1
538,7401.70,20,47,1
538,7403.19,22,51,1
538,7405.81,23,50,1
538,7408.50,24,51,1
539,7411.39,14,49,1
539,7413.58,17,52,1
539,7415.03,20,47,1
539,7417.23,22,51,1
539,7418.60,23,50,1
539,7419.70,24,50,1
540,7422.43,14,50,1
540,7425.34,17,52,1
540,7426.40,20,46,1
540,7427.98,22,50,1
540,7430.53,23,51,1
540,7432.38,24,50,1
541,7434.87,14,49,1
541,7436.70,17,52,1
541,7438.74,20,45,1
541,7441.66,22,51,1
541,7444.47,23,51,1
541,7445.80,24,51,1
542,7448.61,14,48,1
542,7449.71,17,49,1
542,7452.28,20,47,1
542,7454.83,22,51,1
542,7456.56,23,52,1
542,7457.69,24,51,1
543,7460.19,14,49,1
543,7462.39,17,52,1
543,7464.36,20,46,1
543,7466.22,22,51,1
543,7467.51,23,51,1
543,7468.80,24,50,1
544,7470.60,14,51,1
544,7471.75,17,50,1
544,7472.82,20,46,1
544,7474.83,22,51,1
544,7477.29,23,51,1
544,7480.26,24,52,1
545,7482.17,14,51,1
545,7483.58,17,50,1
545,7486.38,20,47,1
545,7487.65,22,51,1
545,7490.15,23,50,1
545,7492.31,24,52,1
546,7493.43,14,49,1
546,7495.17,17,49,1
546,7498.14,20,48,1
546,7500.55,22,51,1
546,7502.85,23,51,1
546,7504.26,24,51,1
547,7505.73,14,51,1
547,7508.56,17,49,1
547,7511.36,20,44,1
547,7513.90,22,51,1
547,7515.71,23,51,1
547,7518.22,24,51,1
548,7520.68,14,50,1
548,7523.44,17,52,1
548,7525.37,20,44,1
548,7527.82,22,51,1
548,7529.82,23,52,1
548,7532.38,24,51,1
549,7534.49,14,51,1
549,7535.55,17,52,1
549,7537.69,20,44,1
549,7539.10,22,51,1
549,7540.66,23,51,1
549,7543.58,24,51,1
550,7544.91,14,51,1
550,7546.97,17,52,1
550,7549.23,20,44,1
550,7551.89,22,51,1
550,7554.40,23,49,1
550,7556.61,24,51,1
551,7559.19,14,48,1
551,7560.23,17,50,1
551,7562.70,20,44,1
551,7565.47,22,51,1
551,7567.11,23,49,1
551,7569.57,24,51,1
552,7570.61,14,50,1
552,7573.32,17,49,1
552,7576.15,20,44,1
552,7578.95,22,50,1
552,7580.63,23,50,1
552,7581.97,24,51,1
553,7583.71,14,48,1
553,7586.03,17,48,1
553,7589.02,20,44,1
553,7591.82,22,52,1
553,7594.21,23,51,1
553,7596.93,24,51,1
554,7597.98,14,51,1
554,7599.91,17,48,1
554,7601.69,20,44,1
554,7604.30,22,51,1
554,7606.60,23,50,1
554,7609.59,24,50,1
555,7610.99,14,50,1
555,7613.31,17,48,1
555,7615.98,20,44,1
555,7618.40,22,51,1
555,7620.40,23,51,1
555,7621.88,24,50,1
556,7623.79,14,50,1
556,7625.63,17,48,1
556,7627.93,20,44,1
556,7630.01,22,51,1
556,7631.68,23,51,1
556,7633.15,24,51,1
557,7635.18,14,49,1
557,7636.45,17,50,1
557,7637.60,20,44,1
557,7640.20,22,50,1
557,7642.31,23,53,1
